function,description
K00001,"E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]"
K16567,exoQ; exopolysaccharide production protein ExoQ
K16568,exoZ; exopolysaccharide production protein ExoZ
K16619,"plc, cpa; phospholipase C / alpha-toxin [EC:3.1.4.3]"
K16623,ntnH; botulinum neurotoxin type non-toxic component
K16628,"COL7A; collagen, type VII, alpha"
K16645,hbhA; heparin binding hemagglutinin HbhA
K16647,aftC; arabinofuranan 3-O-arabinosyltransferase [EC:2.4.2.47]
K16648,aftD; arabinofuranan 3-O-arabinosyltransferase [EC:2.4.2.-]
K16649,"glft1; rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,3/1,4-galactofuranosyltransferase [EC:2.4.1.287]"
K16650,"glft2; galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase [EC:2.4.1.288]"
K16651,pduX; L-threonine kinase [EC:2.7.1.177]
K16652,dprE2; decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase [EC:1.1.1.333]
K16653,dprE1; decaprenylphospho-beta-D-ribofuranose 2-oxidase [EC:1.1.98.3]
K16654,K16654; spore-specific protein
K16692,etk-wzc; tyrosine-protein kinase Etk/Wzc [EC:2.7.10.-]
K16693,wzxE; enterobacterial common antigen flippase
K16694,tuaB; teichuronic acid exporter
K16695,wzxC; lipopolysaccharide exporter
K16696,amsL; exopolysaccharide (amylovoran) exporter
K16697,tuaC; teichuronic acid biosynthesis glycosyltransferase TuaC [EC:2.4.-.-]
K16698,tuaG; teichuronic acid biosynthesis glycosyltransferase TuaG [EC:2.4.-.-]
K16699,tuaH; teichuronic acid biosynthesis glycosyltransferase TuaH [EC:2.4.-.-]
K16700,amsB; amylovoran biosynthesis glycosyltransferase AmsB [EC:2.4.-.-]
K16701,amsD; amylovoran biosynthesis glycosyltransferase AmsD [EC:2.4.-.-]
K16702,amsE; amylovoran biosynthesis glycosyltransferase AmsE [EC:2.4.-.-]
K16703,"wcaL, amsK; colanic acid/amylovoran biosynthesis glycosyltransferase [EC:2.4.-.-]"
K16704,"rffC, wecD; dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase [EC:2.3.1.210]"
K16705,tuaE; teichuronic acid biosynthesis protein TuaE
K16706,tuaF; teichuronic acid biosynthesis protein TuaF
K16707,amsG; UDP-galactose-lipid carrier transferase
K16708,amsC; amylovoran biosynthesis protein AmsC
K16709,amsF; amylovoran biosynthesis protein AmsF
K16710,"wcaK, amsJ; colanic acid/amylovoran biosynthesis protein"
K16711,wcaM; colanic acid biosynthesis protein WcaM
K16783,bioN; biotin transport system permease protein
K16784,bioM; biotin transport system ATP-binding protein [EC:3.6.3.-]
K16785,ecfT; energy-coupling factor transport system permease protein
K16786,ecfA1; energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]
K16787,ecfA2; energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]
K16788,niaX; niacin transporter
K16789,thiT; thiamine transporter
K16792,aksD; methanogen homoaconitase large subunit [EC:4.2.1.114]
K16793,aksE; methanogen homoaconitase small subunit [EC:4.2.1.114]
K16817,PLA2G16; HRAS-like suppressor 3 [EC:3.1.1.32 3.1.1.4]
K16839,hpxO; FAD-dependent urate hydroxylase [EC:1.14.13.113]
K16840,hpxQ; 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]
K16841,hpxA; allantoin racemase [EC:5.1.99.3]
K16842,hpxB; allantoinase [EC:3.5.2.5]
K16843,slcC; (S)-sulfolactate dehydrogenase [EC:1.1.1.310]
K16844,comC; (2R)-3-sulfolactate dehydrogenase (NADP+) [EC:1.1.1.338]
K16845,suyA; (2R)-sulfolactate sulfo-lyase subunit alpha [EC:4.4.1.24]
K16846,suyB; (2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24]
K16849,uxaA1; altronate dehydratase small subunit [EC:4.2.1.7]
K16850,uxaA2; altronate dehydratase large subunit [EC:4.2.1.7]
K16856,ugl; ureidoglycolate lyase [EC:4.3.2.3]
K16868,tehB; tellurite methyltransferase [EC:2.1.1.265]
K16869,lipL; octanoyl-[GcvH]:protein N-octanoyltransferase [EC:2.3.1.204]
K16870,wbbL; N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [EC:2.4.1.289]
K16871,POP2; 4-aminobutyrate---pyruvate transaminase [EC:2.6.1.96]
K16872,E2.3.1.207; beta-ketodecanoyl-[acyl-carrier-protein] synthase [EC:2.3.1.207]
K16873,hmfH; 5-(hydroxymethyl)furfural/furfural oxidase [EC:1.1.3.47 1.1.3.-]
K16874,"hmfF; 2,5-furandicarboxylate decarboxylase 1"
K16875,"hmfG; 2,5-furandicarboxylate decarboxylase 2"
K16876,hmfD; 2-furoate---CoA ligase [EC:6.2.1.31]
K16877,hmfA; 2-furoyl-CoA dehydrogenase large subunit [EC:1.3.99.8]
K16878,hmfB; 2-furoyl-CoA dehydrogenase FAD binding subunit [EC:1.3.99.8]
K16879,hmfC; 2-furoyl-CoA dehydrogenase 2Fe-2S iron sulfur subunit [EC:1.3.99.8]
K16880,hmfE; 2-oxoglutaroyl-CoA hydrolase
K16881,K16881; mannose-1-phosphate guanylyltransferase / phosphomannomutase [EC:2.7.7.13 5.4.2.8]
K16885,"qmoA; quinone-modifying oxidoreductase, subunit QmoA"
K16886,"qmoB; quinone-modifying oxidoreductase, subunit QmoB"
K16887,"qmoC; quinone-modifying oxidoreductase, subunit QmoC"
K16898,addA; ATP-dependent helicase/nuclease subunit A [EC:3.1.-.- 3.6.4.12]
K16899,addB; ATP-dependent helicase/nuclease subunit B [EC:3.1.-.- 3.6.4.12]
K16901,K16901; anthranilate 3-monooxygenase (FAD) / 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.8 1.14.14.9]
K16902,E1.5.1.45; FAD reductase [NAD(P)H] [EC:1.5.1.45]
K16905,K16905; fluoroquinolone transport system permease protein
K16906,K16906; fluoroquinolone transport system permease protein
K16907,K16907; fluoroquinolone transport system ATP-binding protein [EC:3.6.3.-]
K16915,cbiL; nickel transport protein
K16916,yydJ; putative peptide transport system permease protein
K16917,yydI; putative peptide transport system ATP-binding protein
K16918,ytrF; acetoin utilization transport system permease protein
K16919,ytrC_D; acetoin utilization transport system permease protein
K16920,ytrE; acetoin utilization transport system ATP-binding protein
K16921,ytrB; acetoin utilization transport system ATP-binding protein
K16922,yydH; putative peptide zinc metalloprotease protein
K16923,qrtT; energy-coupling factor transport system substrate-specific component
K16924,mtsT; energy-coupling factor transport system substrate-specific component
K16925,ykoE; energy-coupling factor transport system substrate-specific component
K16926,htsT; energy-coupling factor transport system substrate-specific component
K16927,cbrT; energy-coupling factor transport system substrate-specific component
K16928,mtaT; energy-coupling factor transport system substrate-specific component
K16929,K16929; energy-coupling factor transport system substrate-specific component
K16937,doxD; thiosulfate dehydrogenase [quinone] large subunit [EC:1.8.5.2]
K16950,asrA; anaerobic sulfite reductase subunit A
K16951,asrB; anaerobic sulfite reductase subunit B
K16953,dddL; dimethylpropiothetin dethiomethylase [EC:4.4.1.3]
K16957,tcyK; L-cystine transport system substrate-binding protein
K16958,tcyL; L-cystine transport system permease protein
K16959,tcyM; L-cystine transport system permease protein
K16960,tcyN; L-cystine transport system ATP-binding protein [EC:3.6.3.-]
K16961,yxeM; putative amino-acid transport system substrate-binding protein
K16962,yxeN; putative amino-acid transport system permease protein
K16963,yxeO; putative amino-acid transport system ATP-binding protein [EC:3.6.3.-]
K16964,ddhA; dimethylsulfide dehydrogenase subunit alpha [EC:1.8.2.4]
K16965,ddhB; dimethylsulfide dehydrogenase subunit beta
K16966,ddhC; dimethylsulfide dehydrogenase subunit gamma
K17050,"clrA, serA; complex iron-sulfur molybdoenzyme family reductase subunit alpha"
K17051,"clrb, serB; complex iron-sulfur molybdoenzyme family reductase subunit beta"
K17052,"clrC, serC; complex iron-sulfur molybdoenzyme family reductase subunit gamma"
K17053,ABP140; tRNAThr (cytosine32-N3)-methyltransferase [EC:2.1.1.268]
K17060,"aauS; two-component system, sensor histidine kinase AauS [EC:2.7.13.3]"
K17061,"aauR; two-component system, response regulator AauR"
K17062,bgtB; arginine/lysine/histidine/glutamine transport system substrate-binding and permease protein
K17063,bgtA; arginine/lysine/histidine/glutamine transport system ATP-binding protein [EC:3.6.3.-]
K17067,mdo; formaldehyde dismutase / methanol dehydrogenase [EC:1.2.98.1 1.1.99.37]
K17073,lysX1; putative lysine transport system substrate-binding protein
K17074,lysX2; putative lysine transport system permease protein
K17076,"K17076, lysY; putative lysine transport system ATP-binding protein [EC:3.6.3.-]"
K17103,"CHO1, pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]"
K17104,E2.5.1.41; phosphoglycerol geranylgeranyltransferase [EC:2.5.1.41]
K17105,E2.5.1.42; geranylgeranylglycerol-phosphate geranylgeranyltransferase [EC:2.5.1.42]
K17108,GBA2; non-lysosomal glucosylceramidase [EC:3.2.1.45]
K17195,alsE; D-allulose-6-phosphate 3-epimerase [EC:5.1.3.-]
K17202,"K17202, eryG; erythritol transport system substrate-binding protein"
K17203,"K17203, eryF; erythritol transport system permease protein"
K17204,eryE; erythritol transport system ATP-binding protein
K17205,xltC; putative xylitol transport system substrate-binding protein
K17206,xltB; putative xylitol transport system permease protein
K17207,xltA; putative xylitol transport system ATP-binding protein
K17208,"K17208, ibpA; inositol transport system substrate-binding protein"
K17209,iatP; inositol transport system permease protein
K17210,iatA; inositol transport system ATP-binding protein
K17213,K17213; inositol transport system substrate-binding protein
K17214,K17214; inositol transport system permease protein
K17215,K17215; inositol transport system ATP-binding protein
K17216,mccA; cystathionine beta-synthase (O-acetyl-L-serine) [EC:2.5.1.134]
K17217,mccB; cystathionine gamma-lyase / homocysteine desulfhydrase [EC:4.4.1.1 4.4.1.2]
K17218,sqr; sulfide:quinone oxidoreductase [EC:1.8.5.4]
K17222,soxA; sulfur-oxidizing protein SoxA
K17223,soxX; sulfur-oxidizing protein SoxX
K17224,soxB; sulfur-oxidizing protein SoxB
K17225,soxC; sulfane dehydrogenase subunit SoxC
K17226,soxY; sulfur-oxidizing protein SoxY
K17227,soxZ; sulfur-oxidizing protein SoxZ
K17228,sfnG; dimethylsulfone monooxygenase [EC:1.14.14.35]
K17229,fccB; sulfide dehydrogenase [flavocytochrome c] flavoprotein chain [EC:1.8.2.3]
K17230,fccA; cytochrome subunit of sulfide dehydrogenase
K17234,araN; arabinosaccharide transport system substrate-binding protein
K17235,araP; arabinosaccharide transport system permease protein
K17236,araQ; arabinosaccharide transport system permease protein
K17237,inoE; inositol-phosphate transport system substrate-binding protein
K17238,inoF; inositol-phosphate transport system permease protein
K17239,inoG; inositol-phosphate transport system permease protein
K17240,inoK; inositol-phosphate transport system ATP-binding protein
K17241,"aguE; alpha-1,4-digalacturonate transport system substrate-binding protein"
K17242,"aguF; alpha-1,4-digalacturonate transport system permease protein"
K17243,"aguG; alpha-1,4-digalacturonate transport system permease protein"
K17244,chiE; putative chitobiose transport system substrate-binding protein
K17245,chiF; putative chitobiose transport system permease protein
K17246,chiG; putative chitobiose transport system permease protein
K17247,msrQ; methionine sulfoxide reductase heme-binding subunit
K17248,"pglJ; N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase [EC:2.4.1.291]"
K17249,"pglH; GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase [EC:2.4.1.292]"
K17250,"pglI; GalNAc5-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase [EC:2.4.1.293]"
K17251,pglB; undecaprenyl-diphosphooligosaccharide---protein glycotransferase [EC:2.4.99.19]
K17285,SELENBP1; selenium-binding protein 1
K17292,TBCA; tubulin-specific chaperone A
K17311,"K17311, treS; trehalose transport system substrate-binding protein"
K17312,"K17312, treT; trehalose transport system permease protein"
K17313,treU; trehalose transport system permease protein
K17315,"gtsA, glcE; glucose/mannose transport system substrate-binding protein"
K17316,"gtsB, glcF; glucose/mannose transport system permease protein"
K17317,"gtsC, glcG; glucose/mannose transport system permease protein"
K17318,"K17318, lplA; putative aldouronate transport system substrate-binding protein"
K17319,lplB; putative aldouronate transport system permease protein
K17320,lplC; putative aldouronate transport system permease protein
K17321,glpV; glycerol transport system substrate-binding protein
K17322,"K17322, glpP; glycerol transport system permease protein"
K17323,glpQ; glycerol transport system permease protein
K17324,glpS; glycerol transport system ATP-binding protein
K17325,"K17325, glpT; glycerol transport system ATP-binding protein"
K17326,bxlE; xylobiose transport system substrate-binding protein
K17327,bxlF; xylobiose transport system permease protein
K17328,bxlG; xylobiose transport system permease protein
K17329,"dasA; N,N'-diacetylchitobiose transport system substrate-binding protein"
K17330,"dasB; N,N'-diacetylchitobiose transport system permease protein"
K17331,"dasC; N,N'-diacetylchitobiose transport system permease protein"
K17335,NFAT5; nuclear factor of activated T-cells 5
K17362,ACOT13; acyl-coenzyme A thioesterase 13 [EC:3.1.2.-]
K17363,urdA; urocanate reductase [EC:1.3.99.33]
K17364,dmrA; dihydromethanopterin reductase [EC:1.5.1.47]
K17398,DNMT3A; DNA (cytosine-5)-methyltransferase 3A [EC:2.1.1.37]
K17462,yrrT; putative AdoMet-dependent methyltransferase [EC:2.1.1.-]
K17463,dgaF; 2-dehydro-3-deoxy-phosphogluconate aldolase [EC:4.1.2.14]
K17464,"PTS-Dga-EIIA, dgaA; PTS system, D-glucosaminate-specific IIA component [EC:2.7.1.203]"
K17465,"PTS-Dga-EIIB, dgaB; PTS system, D-glucosaminate-specific IIB component [EC:2.7.1.203]"
K17466,"PTS-Dga-EIIC, dgaC; PTS system, D-glucosaminate-specific IIC component"
K17467,"PTS-Dga-EIID, dgaD; PTS system, D-glucosaminate-specific IID component"
K17468,dgaE; D-glucosaminate-6-phosphate ammonia-lyase [EC:4.3.1.29]
K17472,"cymR; Rrf2 family transcriptional regulator, cysteine metabolism repressor"
K17473,"dgaR; sigma-54 dependent transcriptional regulator, dga operon transcriptional activator"
K17474,"CYP134A, cypX; pulcherriminic acid synthase [EC:1.14.15.13]"
K17476,"penM, pntM, CYP161C; pentalenolactone synthase [EC:1.14.19.8]"
K17483,"cyp121, CYP121A; mycocyclosin synthase [EC:1.14.21.9]"
K17484,E2.3.2.21; cyclo(L-tyrosyl-L-tyrosyl) synthase [EC:2.3.2.21]
K17486,dmdA; dimethylsulfoniopropionate demethylase [EC:2.1.1.269]
K17488,mptA; GTP cyclohydrolase IV [EC:3.5.4.39]
K17489,E2.1.3.1-12S; methylmalonyl-CoA carboxyltransferase 12S subunit [EC:2.1.3.1]
K17490,E2.1.3.1-1.3S; methylmalonyl-CoA carboxyltransferase 1.3S subunit [EC:2.1.3.1]
K17570,HYDIN; hydrocephalus-inducing protein
K17580,CASC1; cancer susceptibility candidate protein 1
K17616,CTDSPL2; CTD small phosphatase-like protein 2 [EC:3.1.3.-]
K17618,UBLCP1; ubiquitin-like domain-containing CTD phosphatase 1 [EC:3.1.3.16]
K17623,HDHD1; pseudouridine 5'-phosphatase [EC:3.1.3.96]
K17624,"engCP, engBF, endoEF; endo-alpha-N-acetylgalactosaminidase [EC:3.2.1.97]"
K17640,"bxlR; LacI family transcriptional regulator, xylobiose transport system transcriptional regulator"
K17641,bxlA; beta-xylosidase
K17662,"CBP3, UQCC; cytochrome b pre-mRNA-processing protein 3"
K17675,"SUPV3L1, SUV3; ATP-dependent RNA helicase SUPV3L1/SUV3 [EC:3.6.4.13]"
K17680,PEO1; twinkle protein [EC:3.6.4.12]
K17686,"copA, ATP7; Cu+-exporting ATPase [EC:3.6.3.54]"
K17713,bamB; outer membrane protein assembly factor BamB
K17716,capD; UDP-glucose 4-epimerase [EC:5.1.3.2]
K17717,pld; phospholipase D [EC:3.1.4.4]
K17722,preT; dihydropyrimidine dehydrogenase (NAD+) subunit PreT [EC:1.3.1.1]
K17723,preA; dihydropyrimidine dehydrogenase (NAD+) subunit PreA [EC:1.3.1.1]
K17733,cwlK; peptidoglycan LD-endopeptidase CwlK [EC:3.4.-.-]
K17734,aprX; serine protease AprX [EC:3.4.21.-]
K17735,"lcdH, cdhA; carnitine 3-dehydrogenase [EC:1.1.1.108]"
K17736,"cdhR; AraC family transcriptional regulator, carnitine catabolism transcriptional activator"
K17737,"dhcR; LysR family transcriptional regulator, carnitine catabolism transcriptional activator"
K17742,SOU1; sorbose reductase [EC:1.1.1.289]
K17744,GalDH; L-galactose dehydrogenase [EC:1.1.1.316]
K17745,spr1; sepiapterin reductase [EC:1.1.1.325]
K17752,rsbT; serine/threonine-protein kinase RsbT [EC:2.7.11.1]
K17754,cpnA; cyclopentanol dehydrogenase [EC:1.1.1.163]
K17755,codA; choline oxidase [EC:1.1.3.17]
K17758,nnr; ADP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.136]
K17759,"AIBP, nnrE; NAD(P)H-hydrate epimerase [EC:5.1.99.6]"
K17760,"qheDH, qbdA; quinohemoprotein ethanol dehydrogenase [EC:1.1.9.1]"
K17762,rsbS; rsbT antagonist protein RsbS
K17763,rsbR; rsbT co-antagonist protein RsbR
K17810,asl; D-aspartate ligase [EC:6.3.1.12]
K17818,ARD1; D-arabinitol dehydrogenase (NADP+) [EC:1.1.1.287]
K17828,pyrDI; dihydroorotate dehydrogenase (NAD+) catalytic subunit [EC:1.3.1.14]
K17829,ccrA; crotonyl-CoA reductase [EC:1.3.1.86]
K17830,GGR; digeranylgeranylglycerophospholipid reductase [EC:1.3.1.101 1.3.7.11]
K17831,lodA; L-lysine 6-oxidase [EC:1.4.3.20]
K17835,griH; 3-amino-4-hydroxybenzoic acid synthase [EC:4.1.99.20]
K17836,penP; beta-lactamase class A [EC:3.5.2.6]
K17837,"bla2, blm, ccrA, blaB; metallo-beta-lactamase class B [EC:3.5.2.6]"
K17838,oxa; beta-lactamase class D [EC:3.5.2.6]
K17839,"PAO4, PAO3, PAO2; polyamine oxidase [EC:1.5.3.17 1.5.3.-]"
K17840,aac2-I; aminoglycoside 2'-N-acetyltransferase I [EC:2.3.1.59]
K17850,"ampR; LysR family transcriptional regulator, regulator of gene expression of beta-lactamase"
K17865,croR; 3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55]
K17867,"DPH4, DNAJC24; diphthamide biosynthesis protein 4"
K17869,nox2; NADH oxidase (H2O-forming) [EC:1.6.3.4]
K17870,nox1; NADH oxidase (H2O2-forming) [EC:1.6.3.3]
K17876,CYP105D; pentalenic acid synthase [EC:1.14.15.11]
K17880,hyg; hygromycin-B 7''-O-kinase [EC:2.7.1.119]
K17881,aadB; aminoglycoside 2''-adenylyltransferase [EC:2.7.7.46]
K17882,"aadD, knt; kanamycin nucleotidyltransferase [EC:2.7.7.-]"
K17883,mtr; mycothione reductase [EC:1.8.1.15]
K17884,E2.7.8.39; archaetidylinositol phosphate synthase [EC:2.7.8.39]
K17892,FTRC; ferredoxin-thioredoxin reductase catalytic chain [EC:1.8.7.2]
K17893,"AOX1, AOX2; ubiquinol oxidase [EC:1.10.3.11]"
K17898,"oraE; D-ornithine 4,5-aminomutase subunit beta [EC:5.4.3.5]"
K17899,"oraS; D-ornithine 4,5-aminomutase subunit alpha [EC:5.4.3.5]"
K17910,aphD; aminoglycoside 2''-phosphotransferase [EC:2.7.1.190]
K17938,"sbmA, bacA; peptide/bleomycin uptake transporter"
K17947,wbiB; dTDP-L-rhamnose 4-epimerase [EC:5.1.3.25]
K17948,nanM; N-acetylneuraminate epimerase [EC:5.1.3.24]
K17950,cuyA; L-cysteate sulfo-lyase [EC:4.4.1.25]
K17989,"SDS, SDH, CHA1; L-serine/L-threonine ammonia-lyase [EC:4.3.1.17 4.3.1.19]"
K17992,hndB; NADP-reducing hydrogenase subunit HndB [EC:1.12.1.3]
K18005,hoxF; [NiFe] hydrogenase diaphorase moiety large subunit [EC:1.12.1.2]
K18006,hoxU; [NiFe] hydrogenase diaphorase moiety small subunit [EC:1.12.1.2]
K18007,hoxY; NAD-reducing hydrogenase small subunit [EC:1.12.1.2]
K18008,hydA; [NiFe] hydrogenase small subunit [EC:1.12.2.1]
K18009,"budC; meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]"
K18011,"kamE; beta-lysine 5,6-aminomutase beta subunit [EC:5.4.3.3]"
K18012,"kdd; L-erythro-3,5-diaminohexanoate dehydrogenase [EC:1.4.1.11]"
K18013,kce; 3-keto-5-aminohexanoate cleavage enzyme [EC:2.3.1.247]
K18014,kal; 3-aminobutyryl-CoA ammonia-lyase [EC:4.3.1.14]
K18015,"elaD, sseL; deubiquitinase [EC:3.4.22.-]"
K18016,mbhL; membrane-bound hydrogenase subunit alpha [EC:1.12.7.2]
K18017,mbhK; membrane-bound hydrogenase subunit beta [EC:1.12.7.2]
K18022,cutC; glyceraldehyde dehydrogenase small subunit [EC:1.2.99.8]
K18023,mbhJ; membrane-bound hydrogenase subunit mbhJ [EC:1.12.7.2]
K18028,"nicX; 2,5-dihydroxypyridine 5,6-dioxygenase [EC:1.13.11.9]"
K18029,nicA; nicotinate dehydrogenase subunit A [EC:1.17.2.1]
K18030,nicB; nicotinate dehydrogenase subunit B [EC:1.17.2.1]
K18058,asnO; L-asparagine oxygenase [EC:1.14.11.39]
K18067,"pht4; phthalate 4,5-cis-dihydrodiol dehydrogenase [EC:1.3.1.64]"
K18068,"pht3; phthalate 4,5-dioxygenase [EC:1.14.12.7]"
K18069,"pht2; phthalate 4,5-dioxygenase reductase component [EC:1.18.1.-]"
